configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,size,usertime,systemtime,elapsedtime,memorytime
260,true,true,true,true,false,true,true,false,true,20,9,4756,462.83,25.39,71.91,0
261,true,false,true,false,false,false,false,false,true,20,1,3076,189.98,27.61,35.91,0
262,true,true,true,false,false,false,true,true,true,20,1,4184,203.18,27.83,36.78,0
263,true,true,true,true,false,true,true,false,true,20,5,4768,318.86,25.22,52.21,0
264,true,false,true,false,false,false,false,false,true,20,5,3056,297.50,25.33,49.47,0
265,true,false,true,false,false,true,false,true,false,60,5,3088,289.12,26.63,47.80,0
266,true,false,true,true,true,false,true,false,false,60,9,4780,450.25,25.12,71.27,0
267,true,false,true,true,true,false,true,true,false,40,5,4812,294.16,25.16,47.59,0
268,true,false,true,false,false,false,false,false,true,20,9,3052,417.99,25.03,66.59,0
269,true,false,true,false,false,true,false,true,false,60,9,3088,412.08,25.09,63.67,0
27,true,true,true,false,true,false,true,false,true,60,9,4184,456.02,25.43,74.88,0
270,true,false,true,true,true,false,true,true,false,40,1,4832,223.59,29.44,41.17,0
271,true,false,true,true,true,false,true,false,false,60,5,4788,335.22,25.48,57.13,0
272,true,false,true,false,false,false,true,false,true,20,9,4176,471.46,25.48,76.95,0
273,true,false,true,false,false,true,false,true,false,60,1,3100,205.99,28.76,40.14,0
274,true,false,true,true,true,false,true,true,false,40,9,4808,408.75,25.22,65.99,0
275,true,true,true,false,true,false,false,false,true,60,1,3104,187.43,28.55,38.00,0
276,true,false,true,true,false,false,false,true,true,60,9,3536,386.36,24.60,62.92,0
277,true,false,true,false,true,false,true,false,false,40,9,4168,471.34,25.52,77.43,0
278,true,true,true,false,false,true,true,true,false,20,1,4148,216.00,28.30,39.67,0
279,true,false,true,true,false,false,false,true,true,60,5,3544,279.29,26.90,48.99,0
28,true,false,true,false,false,true,true,false,false,60,5,4144,349.19,25.66,59.11,0
280,true,true,true,false,false,true,true,true,false,20,5,4128,310.45,25.73,51.48,0
281,true,false,true,true,true,true,false,false,true,20,9,3548,476.85,25.71,76.30,0
282,true,true,true,true,false,false,true,false,true,60,9,4740,455.96,25.67,74.45,0
283,true,true,true,false,false,true,true,true,false,20,9,4128,433.10,25.80,68.84,0
284,true,false,true,true,true,true,false,false,true,20,1,3580,202.27,28.04,38.57,0
285,true,true,true,true,false,true,false,true,true,20,9,3484,412.61,25.55,65.05,0
286,true,false,true,true,true,true,false,false,true,20,5,3560,331.85,25.85,55.77,0
287,true,true,true,true,false,true,false,true,true,20,5,3488,288.49,26.64,48.52,0
288,true,false,true,true,false,false,false,false,false,20,1,3488,196.52,28.23,37.85,0
289,true,true,true,false,true,false,false,false,true,60,9,3060,421.83,25.65,69.82,0
29,true,false,true,false,true,false,false,false,false,20,1,3092,201.71,29.07,38.70,0
290,true,true,true,true,false,true,false,true,true,20,1,3492,183.71,28.30,36.64,0
291,true,false,true,true,false,false,false,true,true,60,1,3548,196.51,28.49,38.66,0
292,true,false,true,true,false,false,false,false,false,20,5,3464,309.83,25.88,52.72,0
293,true,true,true,false,true,false,false,false,true,60,5,3064,299.28,26.04,52.29,0
294,true,false,true,true,false,false,false,false,false,20,9,3456,433.83,25.57,71.01,0
295,true,false,true,true,true,false,true,true,true,20,5,4872,305.54,25.65,51.40,0
296,true,true,true,true,true,false,false,false,true,20,5,3488,295.78,25.97,51.06,0
297,true,false,true,false,true,true,false,false,true,60,9,3132,479.74,25.90,78.00,0
298,true,false,true,true,true,false,true,true,true,20,1,4880,220.15,27.60,39.08,0
299,true,true,true,false,false,false,true,true,false,40,9,4120,388.04,25.28,60.23,0
3,true,false,true,true,false,true,true,true,true,60,5,4848,314.46,25.54,49.98,0
30,true,false,true,false,false,true,true,false,false,60,9,4144,484.63,25.51,75.79,0
300,true,true,true,true,true,false,false,false,true,20,1,3524,177.55,27.20,34.58,0
301,true,false,true,false,true,true,false,false,true,60,5,3136,322.80,25.53,53.44,0
302,true,true,true,false,true,true,true,true,true,20,9,4216,421.41,25.21,63.13,0
303,true,false,true,true,true,false,true,true,true,20,9,4864,411.47,25.34,65.72,0
304,true,true,true,false,true,true,true,true,true,20,5,4220,318.22,26.10,54.29,0
305,true,false,true,false,false,true,false,false,false,60,9,3076,492.95,26.03,82.47,0
306,true,true,true,false,true,true,true,true,true,20,1,4240,225.97,30.34,42.64,0
307,true,false,true,false,true,false,true,false,false,60,1,4200,235.08,29.54,43.73,0
308,true,false,true,false,true,false,true,false,false,60,5,4172,345.41,25.58,58.66,0
309,true,false,true,false,false,true,false,false,false,60,1,3100,193.14,27.93,36.97,0
31,true,true,true,false,true,true,true,false,true,40,9,4192,464.54,25.31,72.58,0
310,true,true,true,false,false,false,true,true,false,40,5,4120,286.48,25.79,46.50,0
311,true,false,true,false,false,true,false,false,false,60,5,3076,319.18,25.88,53.09,0
312,true,false,true,false,true,false,true,false,false,60,9,4168,478.01,25.65,79.24,0
313,true,true,true,false,false,false,true,true,false,40,1,4144,217.21,28.82,39.92,0
314,true,false,true,true,false,false,false,true,true,40,5,3540,280.18,27.11,48.63,0
315,true,false,true,false,true,false,true,false,false,20,9,4168,477.92,25.59,78.51,0
316,true,true,true,false,false,true,true,true,false,40,1,4148,218.39,29.27,40.40,0
317,true,false,true,true,false,true,true,false,true,60,1,4848,225.49,29.24,41.34,0
318,true,false,true,true,false,false,false,true,true,40,1,3544,196.22,28.61,38.40,0
319,true,true,true,false,false,true,true,true,false,40,5,4128,313.04,25.76,52.07,0
32,true,false,true,false,false,true,false,true,false,40,5,3084,309.26,25.97,53.16,0
320,true,false,true,false,true,false,true,true,true,60,1,4248,232.53,28.88,41.96,0
321,true,true,true,true,false,false,true,false,true,40,9,4740,452.26,25.49,74.38,0
322,true,true,true,false,false,true,true,true,false,40,9,4128,432.05,25.04,68.28,0
323,true,false,true,false,true,false,true,true,true,60,5,4232,308.67,25.73,52.22,0
324,true,false,true,true,false,true,true,false,true,60,9,4816,506.36,25.81,81.17,0
325,true,false,true,true,false,false,false,true,true,40,9,3536,385.41,25.18,63.10,0
326,true,false,true,false,true,false,true,true,true,60,9,4232,409.88,25.18,65.89,0
327,true,false,true,true,false,true,true,false,true,60,5,4820,352.32,25.63,59.20,0
328,true,true,true,true,false,true,false,true,true,40,9,3512,413.07,25.66,65.57,0
329,true,false,true,false,true,true,false,true,false,20,1,3104,204.06,28.23,38.95,0
33,true,true,true,false,true,true,true,false,true,40,5,4196,342.43,25.86,57.29,0
330,true,true,true,true,false,true,false,true,true,40,5,3520,290.26,27.11,49.23,0
331,true,true,true,true,false,true,false,true,true,40,1,3520,183.57,28.52,37.21,0
332,true,false,true,false,true,true,false,true,false,20,9,3092,427.71,25.13,67.51,0
333,true,false,true,false,true,true,false,true,false,20,5,3096,303.62,25.94,50.79,0
334,true,false,true,true,true,false,true,true,true,40,9,4864,412.13,25.28,66.03,0
335,true,true,true,false,false,false,true,true,false,20,9,4120,399.72,24.48,64.36,0
336,true,false,true,false,false,true,false,true,true,60,9,3116,427.36,25.59,68.32,0
337,true,false,true,true,true,false,true,true,true,40,5,4872,306.42,25.64,51.32,0
338,true,false,true,false,false,true,false,true,true,60,5,3112,304.86,26.06,51.28,0
339,true,false,true,false,false,true,false,true,true,60,1,3120,202.86,29.31,39.81,0
34,true,false,true,false,false,true,false,true,false,40,9,3084,424.22,25.77,67.68,0
340,true,true,true,true,false,false,true,false,true,60,1,4788,210.21,29.41,39.26,0
341,true,false,true,true,true,false,true,false,false,20,5,4788,338.98,25.60,58.71,0
342,true,false,true,false,false,true,false,false,false,40,5,3076,335.07,26.11,57.56,0
343,true,true,true,true,false,false,true,false,true,60,5,4752,320.60,25.82,54.75,0
344,true,false,true,false,false,true,false,false,false,40,9,3076,474.82,26.01,77.17,0
345,true,false,true,true,true,false,true,false,false,20,1,4832,225.70,28.98,41.21,0
346,true,true,true,false,false,false,true,true,false,20,5,4120,292.77,25.72,49.41,0
347,true,false,true,true,true,false,true,true,true,40,1,4880,224.03,29.32,41.28,0
348,true,false,true,false,true,false,true,false,false,40,1,4200,227.46,28.46,41.06,0
349,true,true,true,false,false,false,true,true,false,20,1,4144,212.10,28.88,39.36,0
35,true,true,true,false,true,true,true,false,true,40,1,4240,215.15,29.01,40.05,0
350,true,false,true,true,true,false,true,false,false,20,9,4780,470.77,25.28,76.76,0
351,true,false,true,false,true,false,true,false,false,40,5,4172,339.84,25.42,57.68,0
352,true,false,true,false,false,true,false,false,false,40,1,3096,203.57,28.80,39.52,0
353,true,false,true,true,false,true,true,true,false,40,5,4788,321.42,25.17,52.39,0
354,true,false,true,true,false,false,false,true,true,20,5,3512,279.96,27.18,48.00,0
355,true,false,true,true,false,true,true,true,false,40,9,4784,439.52,25.53,69.31,0
356,true,true,true,false,true,true,true,false,false,40,1,4200,217.53,28.51,39.94,0
357,true,false,true,true,false,false,false,true,true,20,1,3516,197.95,28.52,37.93,0
358,true,true,true,false,false,true,true,false,true,60,1,4184,214.48,29.19,39.94,0
359,true,true,true,true,false,false,true,false,true,20,5,4752,320.04,25.11,54.19,0
36,true,false,true,true,true,false,false,true,true,20,9,3552,385.12,24.34,61.99,0
360,true,true,true,false,false,true,true,false,true,60,5,4148,339.49,25.76,57.02,0
361,true,false,true,true,false,false,false,true,true,20,9,3508,381.51,25.42,62.06,0
362,true,true,true,true,false,false,true,false,true,20,9,4740,452.22,25.42,73.80,0
363,true,true,true,true,false,true,false,true,true,60,9,3516,413.68,25.43,66.25,0
364,true,false,true,false,true,true,false,false,true,40,1,3156,205.82,28.54,39.16,0
365,true,true,true,true,false,true,false,true,true,60,5,3524,289.17,26.72,49.34,0
366,true,false,true,false,false,false,false,false,false,40,1,3080,199.58,28.67,39.12,0
367,true,true,true,true,false,true,false,true,true,60,1,3520,182.25,28.11,37.35,0
368,true,false,true,false,false,false,false,false,false,40,5,3056,310.60,26.10,53.87,0
369,true,true,true,true,true,true,true,true,false,40,5,4784,306.31,25.69,51.00,0
37,true,false,true,true,true,false,true,false,true,40,1,4880,225.98,28.56,40.40,0
370,true,true,true,true,true,false,false,false,true,60,9,3508,432.55,25.21,74.38,0
371,true,false,true,false,true,true,false,false,true,20,5,3108,345.81,25.91,60.36,0
372,true,false,true,false,false,false,false,false,false,40,9,3056,452.96,25.40,79.41,0
373,true,false,true,false,false,false,false,true,true,60,1,3104,209.70,28.46,41.44,0
374,true,true,true,true,true,true,true,true,false,40,1,4800,217.87,28.61,40.72,0
375,true,false,true,false,false,true,false,true,true,40,9,3108,435.00,25.74,72.42,0
376,true,true,true,true,true,false,false,false,true,60,5,3520,299.07,26.73,53.37,0
377,true,false,true,false,true,true,false,false,true,20,1,3128,203.27,28.34,38.97,0
378,true,false,true,false,false,false,false,true,true,60,5,3092,276.83,27.28,48.48,0
379,true,false,true,false,false,true,false,true,true,40,5,3108,300.91,25.83,50.85,0
38,true,true,true,true,false,false,false,false,true,40,5,3472,288.60,26.55,50.32,0
380,true,true,true,true,true,false,false,false,true,60,1,3560,176.21,28.12,37.09,0
381,true,false,true,false,false,false,false,true,true,60,9,3088,382.86,26.23,62.72,0
382,true,false,true,false,false,true,false,true,true,40,1,3116,198.95,28.72,39.35,0
383,true,true,true,false,true,true,true,true,true,60,9,4216,428.57,25.85,67.69,0
384,true,false,true,false,true,true,false,false,true,20,9,3104,473.87,26.10,77.09,0
385,true,true,true,false,false,true,true,false,true,60,9,4148,485.93,26.04,79.46,0
386,true,true,true,true,false,false,true,false,true,40,1,4788,212.51,28.45,39.37,0
387,true,false,true,false,false,true,false,false,false,20,5,3048,334.80,24.92,56.62,0
388,true,true,true,false,true,true,true,true,true,60,5,4220,314.30,26.03,52.86,0
389,true,true,true,true,false,false,true,false,true,40,5,4752,327.74,25.62,56.25,0
39,true,true,true,false,true,true,false,true,true,20,1,3084,196.66,28.28,37.90,0
390,true,false,true,false,false,true,false,false,false,20,9,3048,479.01,25.84,78.73,0
391,true,true,true,false,true,true,true,true,true,60,1,4240,221.09,28.63,40.52,0
392,true,true,true,false,true,true,true,false,false,40,5,4152,339.44,25.71,57.26,0
393,true,false,true,false,false,true,false,false,false,20,1,3072,204.67,28.52,39.38,0
394,true,true,true,true,true,true,true,true,false,40,9,4772,435.86,26.47,72.36,0
395,true,true,true,false,true,true,true,false,false,40,9,4148,484.44,25.99,78.39,0
396,true,false,true,true,false,true,true,true,false,60,1,4796,226.13,28.58,41.27,0
397,true,false,true,true,false,true,true,true,false,20,1,4796,224.75,28.73,40.87,0
398,true,true,true,true,false,true,false,true,false,60,9,3484,408.28,24.85,65.33,0
399,true,false,true,true,false,true,true,true,false,20,5,4788,314.68,25.46,49.99,0
4,true,false,true,true,false,true,true,true,true,60,1,4848,219.27,28.23,38.69,0
40,true,false,true,true,true,false,false,true,true,20,5,3556,270.59,26.47,44.91,0
400,true,true,true,true,false,true,false,true,false,60,5,3488,280.20,26.24,46.64,0
401,true,true,true,true,false,true,false,true,false,60,1,3496,175.16,27.69,35.53,0
402,true,false,true,true,false,true,true,true,false,20,9,4784,434.64,25.01,66.68,0
403,true,true,true,false,false,true,true,false,true,40,1,4184,208.33,28.20,37.61,0
404,true,false,true,true,true,true,false,false,false,60,9,3552,451.80,25.12,71.73,0
405,true,false,true,false,false,false,false,false,false,60,1,3084,190.27,27.69,36.97,0
406,true,false,true,false,true,true,false,false,true,60,1,3160,194.63,27.26,36.84,0
407,true,false,true,false,false,false,false,false,false,60,5,3056,298.55,25.28,50.28,0
408,true,true,true,true,true,false,false,false,true,20,9,3480,404.03,24.89,63.81,0
409,true,false,true,false,false,true,false,true,true,20,9,3088,417.55,24.82,62.62,0
41,true,false,true,false,false,true,false,true,false,40,1,3096,193.26,27.51,36.70,0
410,true,true,true,true,true,false,false,false,true,40,9,3508,404.16,24.99,64.00,0
411,true,false,true,false,true,true,false,false,true,40,9,3128,463.17,25.48,72.87,0
412,true,false,true,false,false,false,false,false,false,60,9,3056,420.07,25.31,67.71,0
413,true,true,true,true,true,true,true,true,false,60,9,4772,426.01,25.25,66.36,0
414,true,false,true,false,false,true,false,true,true,20,5,3084,303.53,26.04,50.67,0
415,true,true,true,true,true,false,false,false,true,40,5,3520,296.07,26.31,51.51,0
416,true,false,true,false,true,true,false,false,true,40,5,3132,338.08,26.11,57.20,0
417,true,true,true,true,true,true,true,true,false,60,5,4784,310.25,25.81,51.70,0
418,true,false,true,false,false,true,false,true,true,20,1,3092,206.69,28.73,39.47,0
419,true,true,true,false,true,true,true,true,true,40,9,4216,434.28,25.47,68.05,0
42,true,true,true,true,false,false,false,false,true,40,1,3508,183.12,28.12,37.06,0
420,true,true,true,true,true,false,false,false,true,40,1,3556,181.34,28.28,36.94,0
421,true,true,true,true,true,true,true,true,false,60,1,4800,211.00,28.14,38.64,0
422,true,true,true,false,true,true,true,true,true,40,5,4220,312.95,25.63,51.53,0
423,true,true,true,false,false,false,true,true,false,60,1,4144,215.66,29.01,40.19,0
424,true,true,true,false,true,true,true,true,true,40,1,4240,215.47,29.28,40.26,0
425,true,true,true,false,false,true,true,false,true,40,5,4148,339.90,25.45,56.77,0
426,true,true,true,false,true,true,true,false,false,20,9,4148,486.56,25.90,78.29,0
427,true,true,true,false,false,true,true,false,true,40,9,4148,490.36,25.97,78.17,0
428,true,true,true,true,false,false,true,false,true,20,1,4788,212.27,28.87,39.46,0
429,true,true,true,false,false,false,true,true,false,60,9,4120,401.88,24.85,64.73,0
43,true,false,true,false,true,false,false,false,false,20,9,3064,440.18,25.62,72.14,0
430,true,true,true,false,true,true,true,false,false,20,1,4200,217.50,29.24,40.17,0
431,true,true,true,false,false,false,true,true,false,60,5,4120,295.04,25.62,49.90,0
432,true,false,true,true,false,true,true,true,false,40,1,4796,226.36,29.48,41.59,0
433,true,true,true,false,true,true,true,false,false,20,5,4152,345.38,25.85,58.14,0
434,true,true,true,false,true,false,false,true,false,60,9,3060,376.94,25.19,61.97,0
435,true,false,true,false,true,false,true,false,true,20,1,4248,231.55,28.99,42.02,0
436,true,true,true,false,true,true,true,true,false,60,1,4200,216.54,29.18,40.06,0
437,true,true,true,false,true,false,false,true,false,60,1,3084,190.28,28.25,38.31,0
438,true,false,true,false,true,false,true,false,true,20,5,4216,341.62,25.63,58.04,0
439,true,true,true,false,true,false,false,true,false,60,5,3060,271.75,27.39,48.05,0
44,true,false,true,true,true,false,false,true,true,20,1,3564,199.99,28.60,38.62,0
440,true,false,true,false,true,false,true,false,true,20,9,4212,478.67,25.91,78.47,0
441,true,true,true,false,false,true,true,false,true,20,1,4184,218.26,29.03,40.32,0
442,true,false,true,true,true,true,false,true,false,20,9,3544,427.91,24.63,67.56,0
443,true,false,true,true,true,true,false,true,false,20,5,3552,305.77,26.08,51.14,0
444,true,false,true,true,true,true,false,false,false,40,9,3548,477.09,25.88,77.20,0
445,true,false,true,true,true,true,false,false,false,60,1,3580,202.01,28.77,39.58,0
446,true,true,true,true,true,true,true,false,false,20,5,4748,340.12,25.51,56.64,0
447,true,false,true,true,true,true,false,false,false,60,5,3564,334.64,26.28,57.32,0
448,true,true,true,true,true,true,true,false,false,20,1,4800,212.83,29.63,40.09,0
449,true,true,true,true,false,false,true,true,false,60,1,4744,209.36,29.14,39.28,0
45,true,false,true,true,true,false,false,true,true,40,1,3592,199.99,28.35,38.91,0
450,true,false,true,false,false,true,false,false,true,20,9,3068,480.05,25.99,77.26,0
451,true,false,true,false,false,true,false,false,true,20,5,3072,335.46,26.13,56.61,0
452,true,false,true,true,true,true,false,true,false,40,1,3580,202.24,28.64,39.48,0
453,true,false,true,false,false,true,false,false,true,20,1,3092,209.31,28.15,39.21,0
454,true,true,true,false,false,true,true,false,true,20,5,4148,345.27,25.98,57.53,0
455,true,true,true,false,false,true,true,false,true,20,9,4148,489.40,25.95,78.56,0
456,true,true,true,false,true,true,true,true,false,60,5,4176,313.72,25.98,52.16,0
457,true,true,true,true,false,false,true,true,false,60,5,4724,294.05,25.96,49.79,0
458,true,true,true,true,true,true,true,false,false,20,9,4740,486.78,25.92,78.14,0
459,true,true,true,false,true,true,true,true,false,60,9,4172,437.19,25.54,68.53,0
46,true,true,true,false,true,false,false,true,true,60,1,3104,190.47,28.74,38.45,0
460,true,true,true,true,false,false,true,true,false,60,9,4720,400.48,25.49,64.58,0
461,true,true,true,false,true,false,false,true,false,40,5,3056,272.76,27.70,47.90,0
462,true,false,true,true,false,true,true,true,false,60,5,4788,322.56,26.24,53.49,0
463,true,true,true,false,true,false,false,false,false,60,9,3040,431.23,25.56,72.50,0
464,true,true,true,false,true,false,false,true,false,40,9,3056,379.25,25.18,61.87,0
465,true,true,true,false,true,true,true,false,false,60,1,4200,219.93,28.93,40.46,0
466,true,false,true,true,false,true,true,true,false,60,9,4784,446.27,25.76,70.26,0
467,true,true,true,false,true,false,false,false,false,60,5,3044,304.70,26.02,53.26,0
468,true,true,true,false,true,false,false,false,false,60,1,3084,189.70,28.46,38.64,0
469,true,true,true,false,true,false,false,true,false,40,1,3084,190.61,28.67,38.30,0
47,true,false,true,true,false,true,true,true,true,40,5,4848,325.70,25.78,53.47,0
470,true,false,true,true,false,false,false,true,false,60,1,3524,196.28,29.01,39.44,0
471,true,false,true,true,true,true,false,true,true,60,5,3608,306.55,26.13,51.87,0
472,true,false,true,true,false,false,false,true,false,60,5,3512,283.83,27.07,49.45,0
473,true,false,true,true,true,true,false,true,true,60,9,3604,429.16,25.76,68.47,0
474,true,false,true,true,true,true,false,false,false,20,5,3528,333.99,25.91,56.45,0
475,true,false,true,true,false,false,false,true,false,60,9,3508,393.33,23.85,64.12,0
476,true,false,true,true,true,true,false,false,false,20,9,3524,477.05,26.11,77.00,0
477,true,false,true,true,true,true,false,true,true,60,1,3608,203.66,28.94,39.96,0
478,true,false,true,true,true,true,false,false,false,40,1,3580,202.36,28.91,39.62,0
479,true,true,true,true,true,true,true,false,false,40,9,4740,486.53,26.03,78.01,0
48,true,true,true,false,false,true,true,true,true,60,1,4184,220.47,28.99,40.54,0
480,true,true,true,true,true,true,true,true,false,20,5,4784,310.49,25.73,51.56,0
481,true,false,true,true,true,true,false,false,false,40,5,3556,336.02,25.93,56.80,0
482,true,true,true,true,true,true,true,true,false,20,1,4800,215.56,29.25,40.11,0
483,true,true,true,true,true,true,true,false,false,40,5,4748,342.20,25.79,57.21,0
484,true,false,true,true,true,true,false,true,false,20,1,3548,203.65,28.90,38.96,0
485,true,true,true,true,true,true,true,false,false,40,1,4800,214.19,29.20,39.77,0
486,true,true,true,false,true,true,true,true,false,40,9,4172,437.24,25.56,68.79,0
487,true,true,true,true,true,true,true,true,true,60,9,4828,439.03,25.80,68.30,0
488,true,true,true,true,true,true,true,true,true,60,5,4836,313.53,26.17,51.91,0
489,true,true,true,false,true,true,true,false,false,60,5,4152,346.87,26.18,57.84,0
49,true,false,true,true,false,true,true,true,true,40,1,4848,231.49,28.71,41.18,0
490,true,true,true,false,true,true,true,true,false,40,1,4200,220.27,29.11,40.44,0
491,true,true,true,true,true,true,true,true,true,60,1,4844,213.06,29.43,39.97,0
492,true,true,true,false,true,true,true,false,false,60,9,4148,487.91,25.97,79.03,0
493,true,true,true,false,true,true,true,true,false,40,5,4176,315.05,26.11,52.41,0
494,true,true,true,true,true,true,true,true,false,20,9,4772,437.62,25.67,69.71,0
495,true,false,true,false,true,false,true,false,true,60,1,4248,234.26,29.08,42.27,0
496,true,true,true,false,true,false,false,true,false,20,5,3032,272.97,27.88,47.33,0
497,true,false,true,false,true,false,true,true,true,40,1,4248,235.04,28.55,42.08,0
498,true,false,true,false,true,false,true,false,true,60,5,4216,345.52,25.54,58.64,0
499,true,true,true,false,true,false,false,true,false,20,9,3028,381.51,25.08,61.97,0
5,true,false,true,true,true,true,true,false,true,40,9,4852,506.33,26.25,81.41,0
50,true,false,true,false,true,true,false,false,false,40,5,3108,339.22,25.95,57.45,0
500,true,true,true,false,true,false,false,false,false,40,9,3036,426.92,26.07,70.75,0
501,true,false,true,false,true,false,true,false,true,60,9,4212,483.67,25.79,78.84,0
502,true,false,true,false,true,false,true,true,true,40,5,4232,313.28,25.44,52.41,0
503,true,false,true,true,true,true,false,true,true,40,9,3604,431.11,25.68,68.75,0
504,true,true,true,false,true,false,false,false,false,40,5,3040,304.56,25.92,52.66,0
505,true,false,true,false,true,false,true,true,true,40,9,4232,419.45,25.50,67.41,0
506,true,true,true,false,true,false,false,true,false,20,1,3056,191.77,28.68,37.95,0
507,true,true,true,false,true,false,false,false,false,40,1,3084,192.62,28.68,38.48,0
508,true,false,true,true,true,true,false,false,true,60,5,3588,335.34,25.93,57.05,0
509,true,false,true,false,true,true,false,true,false,40,1,3132,211.22,28.62,40.21,0
51,true,false,true,true,true,true,true,false,true,60,9,4852,510.94,26.06,82.06,0
510,true,false,true,true,true,true,false,true,true,40,1,3604,205.32,28.81,39.55,0
511,true,false,true,false,true,true,false,false,false,60,5,3112,336.48,25.81,57.94,0
512,true,false,true,true,false,false,false,false,false,60,1,3524,198.86,28.78,39.73,0
513,true,true,true,false,true,false,false,false,true,20,9,3036,432.62,25.63,70.86,0
514,true,false,true,true,true,true,false,true,true,40,5,3608,309.80,26.24,51.74,0
515,true,false,true,true,true,true,false,false,true,60,9,3584,483.53,26.14,79.10,0
516,true,false,true,false,true,true,false,false,false,60,1,3136,206.48,29.22,40.80,0
517,true,false,true,true,false,false,false,true,false,40,1,3520,198.92,28.97,39.49,0
518,true,false,true,true,false,false,false,false,false,60,5,3496,310.60,25.91,54.29,0
519,true,true,true,false,true,false,false,false,true,20,5,3036,304.66,26.00,52.38,0
52,true,false,true,false,true,true,false,false,false,40,1,3132,206.06,29.09,40.21,0
520,true,false,true,false,true,true,false,true,false,40,9,3120,433.04,25.57,68.75,0
521,true,false,true,true,false,false,false,true,false,40,5,3512,286.31,26.96,49.40,0
522,true,false,true,true,false,false,false,false,false,60,9,3488,439.76,26.05,73.82,0
523,true,true,true,false,true,false,false,false,true,20,1,3072,194.02,28.82,38.25,0
524,true,false,true,true,true,true,false,false,true,60,1,3608,204.11,28.79,39.97,0
525,true,false,true,false,true,true,false,true,false,40,5,3124,307.65,26.06,51.93,0
526,true,false,true,false,true,true,false,false,false,60,9,3108,485.18,25.86,79.78,0
527,true,false,true,true,false,false,false,true,false,40,9,3504,391.39,25.82,63.53,0
528,true,false,true,true,true,true,false,false,false,20,1,3548,203.73,28.93,39.42,0
529,true,true,true,true,false,false,true,false,false,40,1,4744,212.23,29.61,39.77,0
53,true,false,true,true,true,true,true,false,true,60,5,4864,360.22,25.74,60.10,0
530,true,true,true,true,false,false,true,true,false,20,9,4720,404.67,25.67,65.51,0
531,true,true,true,true,true,true,true,true,true,40,9,4828,438.62,25.89,69.19,0
532,true,true,true,true,true,true,true,true,true,40,5,4836,315.18,26.13,52.15,0
533,true,true,true,true,true,true,true,false,true,60,9,4800,493.76,26.10,79.16,0
534,true,false,true,false,true,false,true,false,false,20,1,4200,235.44,28.94,42.55,0
535,true,true,true,true,true,true,true,true,true,40,1,4844,213.44,29.65,40.15,0
536,true,true,true,true,true,true,true,false,true,60,5,4808,342.45,26.21,57.73,0
537,true,true,true,true,false,false,true,true,false,20,1,4744,213.36,29.38,40.04,0
538,true,true,true,true,false,false,true,false,false,40,5,4696,323.86,25.62,55.40,0
539,true,false,true,false,true,false,true,false,false,20,5,4172,346.79,25.96,59.00,0
54,true,true,true,true,false,true,false,false,true,60,9,3492,465.51,25.92,75.99,0
540,true,true,true,true,false,false,true,true,false,20,5,4724,297.41,26.24,50.29,0
541,true,true,true,true,true,true,true,false,true,60,1,4844,214.80,28.93,39.92,0
542,true,true,true,true,false,false,true,false,false,40,9,4688,458.34,25.42,75.07,0
543,true,true,true,false,true,false,false,false,false,20,9,3016,439.41,25.17,71.67,0
544,true,true,true,false,true,false,false,false,true,40,1,3104,191.95,28.99,38.90,0
545,true,true,true,false,true,false,false,false,false,20,5,3016,303.77,26.09,52.50,0
546,true,false,true,false,true,false,true,false,true,40,1,4248,235.74,28.81,42.60,0
547,true,true,true,true,false,false,true,true,true,60,9,4776,409.65,25.26,65.74,0
548,true,true,true,false,true,false,false,false,false,20,1,3056,194.03,28.77,38.41,0
549,true,false,true,false,true,false,true,true,true,20,1,4248,237.26,28.94,42.77,0
55,true,false,true,true,false,true,true,true,true,40,9,4840,454.22,26.07,71.23,0
550,true,false,true,false,true,false,true,false,true,40,5,4216,351.22,25.86,59.50,0
551,true,false,true,true,true,true,false,true,true,20,9,3572,440.29,25.85,70.52,0
552,true,false,true,false,true,false,true,false,true,40,9,4212,487.91,25.88,79.45,0
553,true,false,true,false,true,false,true,true,true,20,5,4232,314.00,25.99,52.65,0
554,true,false,true,true,false,false,false,false,false,40,1,3520,202.59,28.72,39.43,0
555,true,false,true,false,true,false,true,true,true,20,9,4232,425.60,25.46,68.25,0
556,true,false,true,false,true,true,false,true,false,60,5,3124,310.11,27.36,52.97,0
557,true,false,true,true,true,true,false,false,true,40,5,3584,340.78,26.46,57.24,0
558,true,false,true,true,true,true,false,true,true,20,1,3580,208.58,28.91,39.56,0
559,true,false,true,true,false,false,false,false,false,40,5,3492,315.45,25.98,54.46,0
56,true,true,true,true,false,true,true,false,false,20,1,4748,217.36,28.99,40.06,0
560,true,false,true,true,false,false,false,true,false,20,1,3488,205.34,28.16,39.01,0
561,true,true,true,false,true,false,false,true,true,20,9,3052,387.09,25.29,62.38,0
562,true,false,true,true,true,true,false,true,true,20,5,3580,312.20,25.99,51.82,0
563,true,false,true,false,true,true,false,true,false,60,1,3136,211.71,29.01,40.71,0
564,true,false,true,true,true,true,false,false,true,40,9,3580,491.45,26.05,79.43,0
565,true,false,true,true,false,false,false,true,false,20,5,3484,287.59,27.10,49.36,0
