idConfiguration,ACK,BIB,BOLD_ACK,BREF,EMAIL,JS_FOOTNOTESIZE,JS_SCRIPTSIZE,JS_STYLE,JS_TINY,LONG_ACK,LONG_AFFILIATION,PARAGRAPH_ACK,PL_FOOTNOTE,VARY_LATEX,bref_size,cserver_size,vspace_bib,nbPages,sizePDF
1,"true","true","false","true","false","false","true","true","false","true","false","true","false","true",0.9,0.6,3.7,(null),224
10,"true","true","true","true","false","false","false","true","true","false","false","false","true","true",0.7,0.7,1.8,(null),216
100,"true","true","true","true","false","false","true","true","false","true","true","false","true","true",0.7,0.6,1.0,(null),216
101,"true","true","true","true","false","false","false","true","true","false","false","false","true","true",0.9,0.8,3.5,(null),216
102,"true","true","true","true","false","false","true","true","false","false","false","false","true","true",0.7,0.6,1.5,(null),216
103,"true","true","true","true","false","false","true","true","false","false","true","false","true","true",1.0,0.7,5.0,5,216
104,"true","true","true","true","false","false","true","true","false","true","false","false","false","true",0.7,0.6,2.6,4,216
105,"true","true","false","true","false","false","true","true","false","true","false","true","true","true",1.0,0.6,1.9,5,224
106,"true","true","false","true","false","false","true","true","false","true","true","true","true","true",0.7,0.7,1.5,5,224
107,"true","true","true","true","true","false","true","true","false","true","true","false","false","true",0.9,0.7,1.0,5,220
108,"true","true","true","true","false","false","false","true","true","false","false","false","true","true",0.9,0.6,2.5,4,216
109,"true","true","true","true","false","false","false","true","true","true","true","false","true","true",0.8,0.9,4.2,4,216
11,"true","true","true","true","false","false","true","true","false","false","true","false","true","true",1.0,0.9,4.9,5,216
110,"true","true","true","true","false","false","false","true","true","false","true","false","true","true",0.8,0.8,2.8,4,216
111,"true","true","false","true","false","false","true","true","false","true","false","true","false","true",0.9,0.6,1.0,5,224
112,"true","true","true","true","false","false","true","true","false","true","false","false","true","true",0.8,0.7,3.7,5,216
113,"true","true","true","true","false","false","true","true","false","true","false","false","true","true",0.9,0.6,3.8,5,216
114,"true","true","false","true","false","false","false","true","true","true","false","true","true","true",0.9,0.7,3.4,4,224
115,"true","true","true","true","true","false","false","true","true","false","true","false","true","true",0.9,0.9,1.9,4,220
116,"true","true","false","true","false","false","true","true","false","true","false","true","true","true",0.8,0.7,3.4,5,224
117,"true","true","true","true","true","false","false","true","true","false","true","false","false","true",0.9,0.9,3.0,4,216
118,"true","true","false","true","false","false","false","true","true","false","false","true","true","true",0.8,0.8,2.8,4,224
119,"true","true","true","true","false","false","false","true","true","true","true","false","false","true",0.8,0.8,1.7,4,220
12,"true","true","false","true","false","false","true","true","false","true","false","true","true","true",0.8,0.9,1.8,5,224
120,"true","true","true","true","false","false","true","true","false","false","false","false","false","true",0.9,0.7,4.8,4,216
121,"true","true","true","true","false","false","true","true","false","true","true","false","true","true",0.7,0.9,1.3,5,220
122,"false","true","false","true","false","false","true","true","false","false","false","false","true","true",0.8,0.6,4.9,4,216
123,"true","true","false","true","false","false","true","true","false","true","false","true","true","true",0.9,0.7,1.7,5,224
