configurationID,H264,no_8x8dct,no_asm,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref
578,true,true,true,true,true,true,true,true,true,20,5
579,true,true,true,true,true,true,true,false,true,40,5
580,true,true,true,true,false,false,true,true,false,40,1
581,true,true,true,true,true,true,true,true,true,20,1
582,true,true,true,true,false,false,true,false,false,60,5
583,true,true,true,true,false,false,true,true,false,40,5
584,true,true,true,true,true,true,true,false,true,40,1
585,true,true,true,true,false,false,true,false,false,60,9
586,true,false,true,true,false,true,true,false,false,20,5
587,true,true,true,false,false,true,true,false,false,40,1
588,true,true,true,false,false,false,false,true,false,20,9
589,true,false,true,false,true,false,true,true,false,20,5
590,true,true,true,false,false,true,true,false,false,40,5
591,true,false,true,true,false,true,true,false,false,20,9
592,true,true,true,true,true,false,true,false,true,20,9
593,true,false,true,false,true,false,true,true,false,20,9
594,true,true,true,false,false,true,true,false,false,40,9
595,true,true,true,true,false,false,true,true,true,40,5
596,true,true,true,true,false,false,true,true,true,40,9
597,true,false,true,true,false,false,true,false,false,40,9
598,true,false,true,false,true,true,false,true,true,60,1
599,true,false,true,true,false,false,true,false,false,40,1
600,true,true,true,true,true,false,true,false,true,20,5
601,true,false,true,true,false,false,true,false,false,40,5
602,true,true,true,true,true,false,true,false,true,20,1
603,true,false,true,false,true,true,false,true,true,40,5
604,true,false,true,false,true,true,false,true,true,40,1
605,true,true,true,true,false,true,true,true,true,20,1
606,true,true,true,true,false,true,true,true,true,20,5
607,true,false,true,false,true,true,false,true,true,40,9
608,true,true,true,true,false,false,true,true,true,60,1
609,true,true,true,true,true,true,true,false,true,20,9
610,true,true,true,true,false,true,true,true,true,20,9
611,true,true,true,false,false,false,true,false,false,60,1
612,true,true,true,true,false,false,true,true,true,60,5
613,true,true,true,true,true,true,true,false,true,20,5
614,true,true,true,false,false,false,false,true,false,40,1
615,true,false,true,false,true,false,true,true,false,40,1
616,true,true,true,true,true,true,true,false,true,20,1
617,true,true,true,false,false,false,false,true,false,40,5
618,true,true,true,false,false,false,true,false,false,60,9
619,true,false,true,false,true,false,true,true,false,40,5
620,true,false,true,true,false,true,true,false,false,40,1
621,true,true,true,false,false,false,true,false,false,60,5
622,true,true,true,false,false,false,false,true,false,40,9
623,true,false,true,true,false,false,false,false,true,60,9
624,true,true,true,false,false,true,true,false,false,60,5
625,true,false,true,true,false,false,false,false,true,60,5
626,true,true,true,false,false,true,true,false,false,60,9
627,true,true,true,true,false,false,true,true,true,20,5
628,true,true,true,true,false,false,true,true,true,20,9
629,true,false,true,true,false,true,false,false,true,40,9
630,true,false,true,true,false,false,true,false,false,20,5
631,true,false,true,false,true,true,true,true,false,20,5
632,true,true,true,false,false,true,false,true,false,20,9
633,true,false,true,false,true,true,true,true,false,20,9
634,true,false,true,true,false,false,true,false,false,20,9
635,true,false,true,true,false,false,false,false,true,60,1
636,true,true,true,false,false,true,false,true,false,20,1
637,true,false,true,true,false,false,true,false,false,20,1
638,true,false,true,false,true,true,true,true,false,20,1
639,true,true,true,false,false,true,false,true,false,20,5
640,true,true,true,false,false,true,true,false,false,60,1
641,true,false,true,false,true,true,false,true,true,60,9
642,true,false,true,false,true,true,false,true,true,60,5
643,true,true,true,true,false,true,true,true,true,40,1
644,true,true,true,true,false,true,true,true,true,40,5
645,true,true,true,true,false,true,true,true,true,40,9
646,true,false,true,true,false,true,false,false,true,60,9
647,true,true,true,false,false,false,true,false,false,40,1
648,true,false,true,false,true,false,false,true,true,60,9
649,true,false,true,true,false,true,false,false,true,60,5
650,true,false,true,false,true,false,false,true,true,60,5
651,true,true,true,true,false,false,true,true,true,40,1
652,true,false,true,true,false,true,false,false,true,60,1
653,true,true,true,false,false,false,true,false,false,40,9
654,true,true,true,false,false,false,false,true,false,20,1
655,true,false,true,false,true,false,false,true,true,60,1
656,true,false,true,true,false,true,true,false,false,20,1
657,true,true,true,false,false,false,false,true,false,20,5
658,true,true,true,false,false,false,true,false,false,40,5
659,true,false,true,false,true,false,true,true,false,20,1
660,true,true,true,true,true,true,false,true,false,40,1
661,true,false,true,true,false,true,true,false,false,60,9
662,true,false,true,false,true,false,true,true,false,60,9
663,true,false,true,true,false,false,false,false,true,40,9
664,true,false,true,true,true,false,false,false,false,20,9
665,true,false,true,true,false,false,false,false,true,40,5
666,true,true,true,true,true,true,false,true,false,40,9
667,true,false,true,true,true,false,false,false,false,20,5
668,true,false,true,false,true,true,true,false,true,40,9
669,true,false,true,true,true,false,false,false,false,20,1
670,true,true,true,true,true,true,false,true,false,40,5
671,true,false,true,false,true,true,true,false,true,40,5
672,true,true,true,false,false,true,false,false,true,40,9
673,true,false,true,false,true,true,true,false,true,40,1
674,true,true,true,true,true,false,true,false,true,60,1
675,true,true,true,false,false,true,false,false,true,40,5
676,true,true,true,false,false,true,false,false,true,40,1
677,true,false,true,true,false,false,false,false,true,40,1
678,true,true,true,true,true,false,true,false,true,60,9
679,true,true,true,true,true,false,false,true,true,20,9
680,true,true,true,true,true,false,true,false,true,60,5
681,true,true,true,true,true,true,true,false,false,60,9
682,true,true,true,true,true,false,false,true,true,40,5
683,true,true,true,true,true,true,true,false,false,60,5
684,true,true,true,true,true,false,false,true,true,40,1
685,true,true,true,true,false,true,true,true,true,60,1
686,true,true,true,false,true,true,false,false,false,40,1
687,true,true,true,true,true,true,true,false,false,60,1
688,true,true,true,true,false,true,true,true,true,60,5
689,true,true,true,true,false,true,true,true,true,60,9
690,true,true,true,false,true,true,false,false,false,40,9
691,true,true,true,false,true,true,false,false,false,40,5
692,true,true,true,true,false,false,true,true,true,20,1
693,true,false,true,true,false,true,false,true,false,20,9
694,true,false,true,true,false,true,false,true,false,20,5
695,true,false,true,true,false,true,false,true,false,20,1
696,true,false,true,true,false,false,false,false,true,20,5
697,true,false,true,false,true,false,true,true,false,40,9
698,true,true,true,true,true,true,false,true,false,60,1
699,true,true,true,false,false,true,true,false,false,20,1
700,true,false,true,true,false,true,true,false,false,40,5
701,true,false,true,true,false,false,false,false,true,20,1
702,true,true,true,true,true,false,true,false,true,40,9
703,true,true,true,false,false,true,true,false,false,20,5
704,true,false,true,true,false,true,true,false,false,40,9
705,true,false,true,false,true,true,true,false,true,60,9
706,true,true,true,false,false,true,true,false,false,20,9
707,true,true,true,true,true,true,false,true,false,60,9
708,true,false,true,false,true,true,true,false,true,60,5
709,true,false,true,true,false,false,false,false,true,20,9
710,true,true,true,false,false,true,false,false,true,60,9
711,true,true,true,true,true,true,false,true,false,60,5
712,true,false,true,false,true,true,true,false,true,60,1
713,true,true,true,false,false,true,false,false,true,60,5
714,true,true,true,false,false,true,false,false,true,60,1
715,true,true,true,true,true,false,true,false,true,40,5
716,true,true,true,true,true,false,true,false,true,40,1
717,true,true,true,true,true,false,false,true,true,20,5
718,true,false,true,false,true,true,false,true,true,20,5
719,true,false,true,true,false,true,false,true,false,40,1
720,true,true,true,true,true,false,false,true,true,20,1
721,true,false,true,false,true,true,false,true,true,20,1
722,true,true,true,false,true,true,false,false,false,20,1
723,true,false,true,false,true,true,false,true,true,20,9
724,true,true,true,false,true,true,false,false,false,20,9
725,true,true,true,false,false,false,false,true,false,60,1
726,true,true,true,false,true,true,false,false,false,20,5
727,true,false,true,true,false,true,true,false,false,60,1
728,true,true,true,false,false,false,false,true,false,60,5
729,true,false,true,true,false,true,false,true,false,40,9
730,true,false,true,false,true,false,true,true,false,60,1
731,true,false,true,true,false,true,true,false,false,60,5
732,true,true,true,false,false,false,false,true,false,60,9
733,true,false,true,true,false,true,false,true,false,40,5
734,true,false,true,false,true,false,true,true,false,60,5
735,true,false,true,false,false,false,true,true,true,40,1
736,true,true,true,false,false,false,false,false,true,20,1
737,true,false,true,false,false,false,true,true,true,40,5
738,true,true,true,false,false,false,false,false,true,20,5
739,true,false,true,true,true,false,false,false,false,60,9
740,true,true,true,false,false,false,false,false,true,20,9
741,true,false,true,true,true,false,false,false,false,60,5
742,true,false,true,true,true,false,false,false,false,60,1
743,true,true,true,true,true,false,true,false,false,40,5
744,true,true,true,true,true,false,true,true,false,20,1
745,true,true,true,true,true,false,true,false,false,40,9
746,true,true,true,true,true,false,true,true,false,20,5
747,true,false,true,false,false,true,true,true,true,20,1
748,true,false,true,false,false,true,true,true,true,20,5
749,true,true,true,true,true,false,true,true,false,20,9
750,true,false,true,false,false,true,true,true,true,20,9
751,true,true,true,false,false,false,true,false,true,20,5
752,true,true,true,false,false,false,true,false,true,20,9
753,true,true,true,true,true,false,true,false,false,60,1
754,true,true,true,false,false,false,true,false,true,20,1
755,true,true,true,true,true,false,true,false,false,60,5
756,true,true,true,true,true,false,true,true,false,40,1
757,true,false,true,false,false,false,true,true,true,20,9
758,true,false,true,false,false,false,true,true,true,60,5
759,true,false,true,false,true,true,true,false,true,20,9
760,true,false,true,true,true,false,false,false,false,40,9
761,true,false,true,false,false,false,true,true,true,60,9
762,true,false,true,false,true,true,true,false,true,20,5
763,true,false,true,true,true,false,false,false,false,40,5
764,true,false,true,false,true,true,true,false,true,20,1
765,true,false,true,true,true,false,false,false,false,40,1
766,true,false,true,false,false,false,true,true,true,60,1
767,true,false,true,false,false,true,true,true,true,40,1
768,true,true,true,true,true,false,true,false,false,20,5
769,true,false,true,false,false,true,true,true,true,40,5
770,true,true,true,true,true,false,true,false,false,20,9
771,true,false,true,false,false,true,true,true,true,40,9
772,true,false,true,false,false,false,false,false,false,20,1
773,true,true,true,true,true,false,false,true,true,40,9
774,true,true,true,true,true,false,false,true,true,60,9
775,true,false,true,false,false,false,false,false,false,20,5
776,true,true,true,true,true,false,false,true,true,60,5
777,true,false,true,false,false,false,false,false,false,20,9
778,true,true,true,true,true,false,false,true,true,60,1
779,true,true,true,true,true,false,false,true,false,20,9
780,true,true,true,true,true,false,false,true,false,20,5
781,true,true,true,true,true,false,true,false,false,40,1
782,true,true,true,true,true,false,false,true,false,20,1
783,true,false,true,false,false,false,true,true,true,40,9
784,true,true,true,false,false,false,false,true,true,40,1
785,true,true,true,false,false,false,false,false,true,60,5
786,true,true,true,false,false,false,false,false,true,60,9
787,true,true,true,false,false,false,false,true,true,40,5
788,true,true,true,false,false,false,false,true,true,40,9
789,true,false,true,true,false,true,true,false,true,40,5
790,true,false,true,true,false,true,false,false,true,20,9
791,true,false,true,true,false,true,true,false,true,40,1
792,true,false,true,false,false,true,true,true,true,60,1
793,true,true,true,false,false,true,false,true,false,40,9
794,true,true,true,true,true,false,true,true,false,60,5
795,true,false,true,true,false,true,true,false,true,40,9
796,true,false,true,false,false,true,true,true,true,60,5
797,true,true,true,true,true,false,true,true,false,60,9
798,true,false,true,false,false,true,true,true,true,60,9
799,true,true,true,false,false,true,false,true,false,40,1
800,true,true,true,false,false,true,false,false,false,60,5
801,true,true,true,false,false,true,false,false,false,60,9
802,true,true,true,false,false,true,false,true,false,40,5
803,true,false,true,true,true,false,true,true,true,60,9
804,true,true,true,false,false,false,true,false,true,60,9
805,true,false,true,true,true,false,true,true,true,60,5
806,true,true,true,false,false,true,false,true,false,60,1
807,true,true,true,false,false,false,true,false,false,20,9
808,true,true,true,false,false,false,true,false,true,60,1
809,true,true,true,true,true,false,false,true,false,40,9
810,true,true,true,false,false,false,true,false,true,60,5
811,true,true,true,true,true,false,false,true,false,40,5
812,true,true,true,true,true,false,false,true,false,40,1
813,true,false,true,true,false,true,false,false,true,40,5
814,true,false,true,true,false,true,false,true,true,20,1
815,true,false,true,true,false,true,false,false,true,40,1
816,true,false,true,true,true,false,true,true,true,60,1
817,true,true,true,false,false,false,true,false,false,20,5
818,true,true,true,false,false,false,false,false,true,60,1
819,true,true,true,false,false,false,true,false,false,20,1
820,true,false,true,false,false,false,true,true,true,20,1
821,true,true,true,false,false,false,false,false,true,40,1
822,true,true,true,false,false,false,false,true,true,20,1
823,true,false,true,false,false,false,true,true,true,20,5
824,true,true,true,false,false,false,false,false,true,40,5
825,true,true,true,false,false,false,false,true,true,20,5
826,true,true,true,false,false,false,false,false,true,40,9
827,true,false,true,true,false,true,true,false,true,20,5
828,true,true,true,false,false,false,false,true,true,20,9
829,true,false,true,true,false,true,true,false,true,20,1
830,true,true,true,true,true,false,true,false,false,60,9
831,true,true,true,true,true,false,true,true,false,40,5
832,true,true,true,true,true,false,true,true,false,40,9
833,true,false,true,true,false,true,true,false,true,20,9
834,true,true,true,false,false,true,false,true,false,60,5
835,true,true,true,false,false,true,false,true,false,60,9
836,true,true,true,false,false,false,true,false,true,40,9
837,true,false,true,false,false,true,true,true,false,60,1
838,true,false,true,false,false,true,true,true,false,60,5
839,true,true,true,false,false,false,true,false,true,40,1
840,true,false,true,false,false,true,true,true,false,60,9
841,true,true,true,true,true,false,false,true,false,60,9
842,true,true,true,false,false,false,true,false,true,40,5
843,true,true,true,true,true,false,true,true,false,60,1
844,true,false,true,true,false,true,false,false,true,20,5
845,true,true,true,true,true,false,false,true,false,60,5
846,true,false,true,true,false,true,false,false,true,20,1
847,true,true,true,true,true,false,false,true,false,60,1
848,true,false,true,true,true,false,false,false,true,40,5
849,true,false,true,false,false,false,true,true,false,60,9
850,true,false,true,true,true,false,false,false,true,40,9
851,true,true,true,false,true,true,false,false,true,40,9
852,true,true,true,false,false,true,false,true,true,60,9
853,true,false,true,false,true,true,true,true,true,60,9
854,true,false,true,true,false,true,false,true,true,40,9
855,true,false,true,false,true,true,true,true,true,60,5
856,true,false,true,true,true,true,true,true,true,20,5
857,true,true,true,false,false,true,false,true,true,60,1
858,true,false,true,false,true,true,true,false,false,20,5
859,true,false,true,true,false,false,true,true,false,20,5
860,true,true,true,false,false,true,false,false,false,20,9
861,true,false,true,false,true,true,true,true,true,60,1
862,true,false,true,true,true,true,true,true,true,20,1
863,true,true,true,false,false,true,false,true,true,60,5
864,true,false,true,false,true,true,true,false,false,20,9
865,true,false,true,true,false,false,true,true,false,20,9
866,true,true,true,false,true,false,true,false,false,20,1
867,true,false,true,false,false,false,true,true,false,60,5
868,true,true,true,false,true,false,true,false,false,20,5
869,true,true,true,false,false,true,false,false,false,20,1
870,true,false,true,false,false,false,true,true,false,60,1
871,true,false,true,false,true,true,true,false,false,20,1
872,true,false,true,true,false,false,true,true,false,20,1
873,true,true,true,false,false,true,false,false,false,20,5
874,true,true,true,false,true,false,true,false,false,20,9
875,true,true,true,false,true,false,true,true,true,40,1
876,true,true,true,true,false,true,true,false,true,40,1
877,true,true,true,true,false,false,false,true,true,20,9
878,true,true,true,false,true,false,true,true,true,40,5
879,true,true,true,true,false,false,false,true,true,20,5
880,true,true,true,false,false,true,false,false,false,40,1
881,true,false,true,false,false,true,true,true,false,40,1
882,true,true,true,false,true,false,true,true,true,40,9
883,true,true,true,true,false,true,true,false,true,40,9
884,true,false,true,false,false,true,true,true,false,40,5
885,true,false,true,true,true,true,true,true,true,20,9
886,true,true,true,true,false,true,true,false,true,40,5
887,true,false,true,false,false,true,true,true,false,40,9
888,true,false,true,true,false,true,false,true,true,60,5
889,true,true,true,false,false,false,false,false,false,60,1
890,true,false,true,true,false,true,false,true,true,60,1
891,true,true,true,false,false,false,false,false,false,60,5
892,true,true,true,true,false,false,false,true,true,20,1
893,true,true,true,false,false,false,false,false,false,60,9
894,true,true,true,false,true,true,false,false,true,40,5
895,true,false,true,true,true,false,false,false,true,40,1
896,true,true,true,false,true,true,false,false,true,40,1
897,true,false,true,true,true,false,false,false,true,60,9
898,true,true,true,false,false,false,false,true,true,60,1
899,true,true,true,false,true,true,false,false,true,20,9
900,true,true,true,false,false,false,false,true,true,60,5
901,true,false,true,true,false,true,false,true,true,20,9
902,true,true,true,false,false,false,false,true,true,60,9
903,true,true,true,true,false,false,false,false,false,20,1
904,true,false,true,true,false,true,false,true,true,20,5
905,true,false,true,false,true,true,true,false,false,40,9
906,true,false,true,false,false,true,true,true,false,20,9
907,true,false,true,true,true,true,true,true,true,40,5
908,true,true,true,false,true,false,true,false,false,40,1
909,true,false,true,true,true,true,true,true,true,40,1
910,true,false,true,false,true,true,true,false,false,40,1
911,true,true,true,false,true,false,true,false,false,40,5
912,true,true,true,false,false,true,false,false,false,40,5
913,true,false,true,false,true,true,true,false,false,40,5
914,true,true,true,false,false,true,false,false,false,40,9
915,true,true,true,false,true,false,true,false,false,40,9
916,true,false,true,false,true,false,false,true,false,20,1
917,true,true,true,true,false,true,true,false,true,60,5
918,true,true,true,false,true,false,true,true,true,60,1
919,true,false,true,true,false,true,false,false,false,20,1
920,true,true,true,false,true,false,true,true,true,60,5
921,true,true,true,true,false,true,true,false,true,60,1
922,true,true,true,true,false,false,false,true,true,40,9
923,true,true,true,false,false,true,false,false,false,60,1
924,true,false,true,false,false,true,true,true,false,20,1
925,true,true,true,false,true,false,true,true,true,60,9
926,true,false,true,false,false,true,true,true,false,20,5
927,true,true,true,true,false,true,true,false,true,60,9
928,true,false,true,true,true,true,true,true,true,40,9
929,true,false,true,true,false,true,false,true,true,40,5
930,true,true,true,true,false,false,false,false,false,20,5
931,true,false,true,true,false,true,false,true,true,40,1
932,true,true,true,false,false,false,false,false,false,40,1
933,true,true,true,true,false,false,false,false,false,20,9
934,true,false,true,false,true,false,false,true,false,20,9
935,true,true,true,false,false,false,false,false,false,40,5
936,true,true,true,false,true,true,false,false,true,20,5
937,true,false,true,true,true,false,false,false,true,60,1
938,true,true,true,true,false,false,false,true,true,40,5
939,true,false,true,true,false,true,false,false,false,20,9
940,true,true,true,false,false,false,false,false,false,40,9
941,true,true,true,false,true,true,false,false,true,20,1
942,true,false,true,false,true,false,false,true,false,20,5
943,true,false,true,true,true,false,false,false,true,60,5
944,true,true,true,true,false,false,false,true,true,40,1
945,true,false,true,true,false,true,false,false,false,20,5
946,true,true,true,true,true,true,false,false,false,60,5
947,true,false,true,false,false,false,true,true,false,20,9
948,true,true,true,true,true,true,false,false,false,60,1
949,true,false,true,false,false,false,true,true,false,20,5
950,true,true,true,true,true,false,true,true,true,40,9
951,true,false,true,false,true,true,true,true,true,20,9
952,true,true,true,false,false,true,false,true,true,20,5
953,true,false,true,false,true,true,true,true,true,20,5
954,true,true,true,false,false,true,false,true,true,20,9
955,true,true,true,true,true,true,false,false,false,60,9
956,true,false,true,false,true,true,true,true,true,20,1
957,true,false,true,true,true,true,true,true,true,60,9
958,true,true,true,false,true,false,true,false,false,60,1
959,true,false,true,true,true,true,true,true,true,60,5
960,true,true,true,false,false,true,false,true,true,20,1
961,true,true,true,false,true,false,true,false,false,60,5
962,true,false,true,true,true,true,true,true,true,60,1
963,true,false,true,false,false,false,true,true,false,20,1
964,true,true,true,true,true,false,true,true,true,40,5
965,true,true,true,false,true,false,true,false,false,60,9
966,true,true,true,true,false,true,true,true,false,20,1
967,true,true,true,true,true,false,true,true,true,40,1
968,true,false,true,true,false,true,false,false,false,40,1
969,true,true,true,true,false,true,true,true,false,20,5
970,true,false,true,false,true,false,false,true,false,40,5
971,true,true,true,true,false,true,true,true,false,20,9
972,true,false,true,false,true,false,false,true,false,40,1
973,true,true,true,true,true,false,true,false,false,20,1
974,true,true,true,false,true,true,false,true,false,20,5
975,true,true,true,false,true,true,false,true,false,20,1
976,true,false,true,true,false,true,false,false,false,40,9
977,true,true,true,false,true,true,false,true,false,20,9
978,true,false,true,true,false,true,false,false,false,40,5
979,true,false,true,false,true,false,false,true,false,40,9
980,true,true,true,true,true,false,true,true,true,20,9
981,true,false,true,false,false,false,true,true,false,40,9
982,true,false,true,true,true,true,true,true,false,60,5
983,true,false,true,true,true,false,false,false,true,20,5
984,true,true,true,true,true,false,true,true,true,20,5
985,true,false,true,false,true,true,true,true,true,40,9
986,true,false,true,false,false,false,true,true,false,40,5
987,true,false,true,true,true,true,true,true,false,60,1
988,true,false,true,true,true,false,false,false,true,20,9
989,true,false,true,false,true,true,true,true,true,40,5
990,true,true,true,false,false,true,false,true,true,40,5
991,true,false,true,false,true,true,true,true,true,40,1
992,true,true,true,false,false,true,false,true,true,40,9
993,true,false,true,true,false,true,false,true,true,60,9
994,true,true,true,false,false,true,false,true,true,40,1
995,true,true,true,true,true,false,true,true,true,20,1
996,true,true,true,true,false,true,true,true,false,40,1
997,true,false,true,false,false,false,true,true,false,40,1
998,true,true,true,true,false,true,true,true,false,40,5
999,true,false,true,true,true,true,true,true,false,60,9
1000,true,true,true,true,false,true,true,true,false,40,9
1001,true,false,true,false,true,false,false,true,false,60,5
1002,true,false,true,true,false,true,false,false,false,60,5
1003,true,false,true,false,true,false,false,true,false,60,1
1004,true,false,true,true,false,true,false,false,false,60,1
1005,true,true,true,false,true,true,false,false,true,60,1
1006,true,true,true,false,true,true,false,false,true,60,9
1007,true,true,true,false,true,true,false,false,true,60,5
1008,true,false,true,false,true,false,false,true,false,60,9
1009,true,false,true,true,true,false,false,false,true,20,1
1010,true,false,true,true,false,true,false,false,false,60,9
1011,true,true,true,true,true,true,false,false,false,20,1
1012,true,false,true,true,true,true,true,false,false,60,5
1013,true,false,true,true,true,true,true,true,false,40,1
1014,true,false,true,true,true,true,true,false,false,60,1
1015,true,true,true,true,true,true,false,false,false,20,9
1016,true,true,true,true,true,true,false,false,false,20,5
1017,true,true,true,true,false,false,false,true,false,60,1
1018,true,false,true,true,true,true,true,true,false,40,9
1019,true,true,true,true,false,true,true,true,false,60,1
1020,true,false,true,true,true,true,true,true,false,40,5
1021,true,false,true,true,true,true,true,false,false,60,9
1022,true,true,true,true,false,true,true,true,false,60,5
1023,true,false,true,true,false,true,false,true,false,60,1
1024,true,true,true,true,false,true,true,true,false,60,9
1025,true,false,true,true,false,false,true,false,true,20,9
1026,true,true,true,false,true,true,false,true,false,60,1
1027,true,false,true,true,false,false,true,false,true,20,1
1028,true,false,true,true,false,false,true,false,true,20,5
1029,true,true,true,false,true,true,false,true,false,60,9
1030,true,false,true,false,true,false,false,false,true,20,9
1031,true,true,true,true,false,false,false,true,false,60,5
1032,true,true,true,true,true,true,false,true,true,40,9
1033,true,false,true,false,true,false,false,false,true,20,5
1034,true,true,true,false,true,true,false,true,false,60,5
1035,true,true,true,true,false,false,false,true,false,60,9
1036,true,false,true,false,true,false,false,false,true,20,1
1037,true,false,true,true,false,true,false,true,false,60,9
1038,true,true,true,true,true,true,false,false,true,60,5
1039,true,true,true,true,true,true,false,true,true,40,1
1040,true,false,true,true,false,true,false,true,false,60,5
1041,true,true,true,true,true,true,false,false,true,60,9
1042,true,true,true,true,true,true,false,true,true,40,5
1043,true,false,true,true,true,true,true,false,false,40,5
1044,true,false,true,true,true,true,true,true,false,20,1
1045,true,true,true,true,true,true,false,false,false,40,1
1046,true,false,true,true,true,true,true,false,false,40,1
1047,true,true,true,false,false,true,false,false,true,20,9
1048,true,true,true,true,true,true,false,false,false,40,9
1049,true,true,true,true,true,true,false,true,false,20,5
1050,true,true,true,false,false,true,false,false,true,20,5
1051,true,true,true,true,true,true,false,true,false,20,1
1052,true,true,true,true,true,true,false,false,false,40,5
1053,true,true,true,false,false,true,false,false,true,20,1
1054,true,false,true,true,false,false,true,false,true,40,1
1055,true,false,true,true,true,true,true,true,false,20,9
1056,true,false,true,true,true,true,true,false,false,40,9
1057,true,false,true,true,true,true,true,true,false,20,5
1058,true,false,true,true,false,false,true,true,true,20,9
1059,true,false,true,true,false,false,true,false,true,40,5
1060,true,false,true,true,false,false,true,true,true,20,1
1061,true,true,true,false,true,true,false,true,false,40,1
1062,true,true,true,false,true,true,false,false,false,60,5
1063,true,false,true,true,false,false,true,false,true,40,9
1064,true,false,true,true,false,false,true,true,true,20,5
1065,true,true,true,false,true,true,false,false,false,60,1
1066,true,true,true,true,true,true,false,true,true,60,9
1067,true,true,true,false,true,true,false,true,false,40,9
1068,true,true,true,false,true,true,false,true,false,40,5
1069,true,true,true,true,true,true,false,true,false,20,9
1070,true,true,true,false,true,true,false,false,false,60,9
1071,true,true,true,true,true,true,false,true,true,60,1
1072,true,true,true,true,true,true,false,true,true,60,5
1073,true,false,true,true,true,true,true,false,false,20,1
1074,true,false,true,false,true,false,false,true,true,20,9
1075,true,true,true,true,false,false,false,false,false,40,1
1076,true,false,true,false,true,true,true,false,false,60,9
1077,true,false,true,true,false,false,true,true,false,60,9
1078,true,false,true,false,true,true,true,true,false,40,5
1079,true,false,true,false,true,true,true,true,false,40,9
1080,true,false,true,true,false,false,true,false,true,60,1
1081,true,false,true,true,true,true,true,false,false,20,9
1082,true,false,true,false,true,true,true,false,false,60,1
1083,true,false,true,true,false,false,true,true,false,60,1
1084,true,false,true,true,true,true,true,false,false,20,5
1085,true,false,true,true,false,false,true,true,false,60,5
1086,true,false,true,false,true,true,true,false,false,60,5
1087,true,false,true,false,true,true,true,true,false,40,1
1088,true,true,true,false,true,false,true,false,true,20,1
1089,true,false,true,true,false,false,true,true,true,40,9
1090,true,true,true,false,true,false,true,false,true,20,5
1091,true,true,true,true,false,false,false,true,true,60,9
1092,true,true,true,false,true,false,true,false,true,20,9
1093,true,false,true,true,false,false,true,false,true,60,5
1094,true,false,true,true,false,false,true,true,true,40,1
1095,true,false,true,true,false,false,true,false,true,60,9
1096,true,false,true,true,false,false,true,true,true,40,5
1097,true,true,true,true,false,false,false,false,false,40,5
1098,true,true,true,true,true,true,false,false,true,20,9
1099,true,true,true,true,false,false,false,true,false,20,1
1100,true,false,true,false,true,false,false,true,true,40,9
1101,true,false,true,false,true,false,false,false,true,60,9
1102,true,true,true,true,false,false,false,false,false,40,9
1103,true,false,true,false,true,false,false,true,true,40,5
1104,true,true,true,true,false,false,false,true,false,20,5
1105,true,false,true,false,true,false,false,false,true,60,5
1106,true,true,true,true,false,false,false,true,true,60,5
1107,true,true,true,true,true,true,false,false,true,20,1
1108,true,false,true,false,true,false,false,true,true,40,1
1109,true,true,true,true,false,false,false,true,false,20,9
1110,true,false,true,false,true,false,false,false,true,60,1
1111,true,true,true,true,false,false,false,true,true,60,1
1112,true,true,true,true,true,true,false,false,true,20,5
1113,true,true,true,true,true,true,false,false,true,60,1
1114,true,true,true,true,false,false,false,false,false,60,1
1115,true,true,true,true,false,false,false,false,false,60,5
1116,true,true,true,true,false,false,false,true,false,40,1
1117,true,false,true,true,false,false,true,false,false,60,9
1118,true,false,true,true,false,false,true,true,false,40,5
1119,true,false,true,false,true,true,true,true,false,60,9
1120,true,false,true,true,true,true,true,false,true,20,5
1121,true,false,true,true,false,false,true,true,false,40,9
1122,true,false,true,true,false,false,true,true,true,60,1
1123,true,false,true,true,true,true,true,false,true,20,1
1124,true,false,true,false,true,true,true,true,false,60,1
1125,true,false,true,true,false,false,true,false,false,60,1
1126,true,false,true,false,true,true,true,true,false,60,5
1127,true,false,true,true,false,false,true,false,false,60,5
1128,true,false,true,true,false,false,true,true,false,40,1
1129,true,true,true,false,true,false,true,false,true,60,1
1130,true,true,true,false,true,false,true,false,true,40,1
1131,true,true,true,false,true,false,true,true,true,20,1
1132,true,true,true,false,true,false,true,false,true,40,5
1133,true,false,true,true,false,false,true,true,true,60,5
1134,true,true,true,false,true,false,true,true,true,20,5
1135,true,true,true,false,true,false,true,false,true,40,9
1136,true,false,true,true,false,false,true,true,true,60,9
1137,true,false,true,true,true,true,true,false,true,20,9
1138,true,true,true,false,true,false,true,true,true,20,9
1139,true,true,true,true,true,true,false,false,true,40,9
1140,true,true,true,true,false,false,false,false,false,60,9
1141,true,true,true,true,false,false,false,true,false,40,5
1142,true,false,true,false,true,false,false,true,true,20,5
1143,true,true,true,true,true,true,false,true,true,20,5
1144,true,false,true,false,true,false,false,false,true,40,9
1145,true,false,true,false,true,false,false,true,true,20,1
1146,true,true,true,true,false,false,false,true,false,40,9
1147,true,true,true,true,true,true,false,true,true,20,9
1148,true,false,true,false,true,false,false,false,true,40,5
1149,true,true,true,true,true,true,false,false,true,40,1
1150,true,false,true,false,true,false,false,false,true,40,1
